"time","est","lcl","ucl","Method","Cancer","Age","Gender","matchid","time2","absDiff"
9.5,0.03136,0.0286,0.03401,"Gompertz","HeadNeckCancer","All","Both",58,9.5,0.00136999999999965
9.5,0.03134,0.02859,0.034,"Gompertz","HeadNeckCancer","All","Both",58,9.5,0.00136999999999965
9.667,0.03037,0.02765,0.03301,"Gompertz","HeadNeckCancer","All","Both",59,9.66666666666667,0.000916666666666899
9.833,0.02941,0.02673,0.03202,"Gompertz","HeadNeckCancer","All","Both",60,9.83333333333333,0.00045333333333275
10,0.02849,0.02583,0.03106,"Gompertz","HeadNeckCancer","All","Both",61,10,0
10.167,0.02759,0.02495,0.03013,"Gompertz","HeadNeckCancer","All","Both",62,10.1666666666667,0.000453333333334527
10.333,0.02672,0.0241,0.02923,"Gompertz","HeadNeckCancer","All","Both",63,10.3333333333333,0.000916666666668675
10.5,0.02589,0.02331,0.02837,"Gompertz","HeadNeckCancer","All","Both",64,10.5,0.00136999999999965
10.5,0.02588,0.0233,0.02835,"Gompertz","HeadNeckCancer","All","Both",64,10.5,0.00136999999999965
10.667,0.02507,0.02254,0.02752,"Gompertz","HeadNeckCancer","All","Both",65,10.6666666666667,0.000916666666666899
10.833,0.02428,0.02179,0.02669,"Gompertz","HeadNeckCancer","All","Both",66,10.8333333333333,0.00045333333333275
11,0.02352,0.02107,0.02589,"Gompertz","HeadNeckCancer","All","Both",67,11,0
11.167,0.02277,0.02037,0.02512,"Gompertz","HeadNeckCancer","All","Both",68,11.1666666666667,0.000453333333334527
11.333,0.02206,0.0197,0.02437,"Gompertz","HeadNeckCancer","All","Both",69,11.3333333333333,0.000916666666668675
11.5,0.02137,0.01906,0.02365,"Gompertz","HeadNeckCancer","All","Both",70,11.5,0.00136999999999965
11.5,0.02136,0.01905,0.02364,"Gompertz","HeadNeckCancer","All","Both",70,11.5,0.00136999999999965
11.667,0.0207,0.01843,0.02295,"Gompertz","HeadNeckCancer","All","Both",71,11.6666666666667,0.000916666666666899
11.833,0.02005,0.01782,0.02226,"Gompertz","HeadNeckCancer","All","Both",72,11.8333333333333,0.00045333333333275
12,0.01941,0.01723,0.02159,"Gompertz","HeadNeckCancer","All","Both",73,12,0
12.167,0.0188,0.01666,0.02094,"Gompertz","HeadNeckCancer","All","Both",74,12.1666666666667,0.000453333333334527
12.333,0.01821,0.0161,0.02032,"Gompertz","HeadNeckCancer","All","Both",75,12.3333333333333,0.000916666666668675
12.5,0.01764,0.01557,0.01972,"Gompertz","HeadNeckCancer","All","Both",76,12.5,0.00136999999999965
12.5,0.01763,0.01556,0.01971,"Gompertz","HeadNeckCancer","All","Both",76,12.5,0.00136999999999965
12.667,0.01709,0.01504,0.01913,"Gompertz","HeadNeckCancer","All","Both",77,12.6666666666667,0.000916666666666899
12.833,0.01655,0.01454,0.01856,"Gompertz","HeadNeckCancer","All","Both",78,12.8333333333333,0.00045333333333275
13,0.01603,0.01405,0.01801,"Gompertz","HeadNeckCancer","All","Both",79,13,0
13.167,0.01552,0.01358,0.01747,"Gompertz","HeadNeckCancer","All","Both",80,13.1666666666667,0.000453333333334527
13.333,0.01503,0.01312,0.01695,"Gompertz","HeadNeckCancer","All","Both",81,13.3333333333333,0.000916666666668675
13.5,0.01456,0.01269,0.01645,"Gompertz","HeadNeckCancer","All","Both",82,13.5,0.00136999999999965
13.5,0.01456,0.01268,0.01644,"Gompertz","HeadNeckCancer","All","Both",82,13.5,0.00136999999999965
13.667,0.01411,0.01227,0.01597,"Gompertz","HeadNeckCancer","All","Both",83,13.6666666666667,0.000916666666666899
13.833,0.01366,0.01186,0.01549,"Gompertz","HeadNeckCancer","All","Both",84,13.8333333333333,0.00045333333333275
14,0.01323,0.01147,0.01503,"Gompertz","HeadNeckCancer","All","Both",85,14,0
14.167,0.01281,0.01108,0.01458,"Gompertz","HeadNeckCancer","All","Both",86,14.1666666666667,0.000453333333334527
14.333,0.01241,0.01071,0.01415,"Gompertz","HeadNeckCancer","All","Both",87,14.3333333333333,0.000916666666668675
14.5,0.01202,0.01035,0.01373,"Gompertz","HeadNeckCancer","All","Both",88,14.5,0.00136999999999965
14.5,0.01202,0.01035,0.01373,"Gompertz","HeadNeckCancer","All","Both",88,14.5,0.00136999999999965
14.667,0.01164,0.01,0.01332,"Gompertz","HeadNeckCancer","All","Both",89,14.6666666666667,0.000916666666666899
14.833,0.01128,0.00967,0.01293,"Gompertz","HeadNeckCancer","All","Both",90,14.8333333333333,0.00045333333333275
15,0.01092,0.00934,0.01254,"Gompertz","HeadNeckCancer","All","Both",91,15,0
15.167,0.01058,0.00902,0.01217,"Gompertz","HeadNeckCancer","All","Both",92,15.1666666666667,0.000453333333334527
15.333,0.01024,0.00872,0.01181,"Gompertz","HeadNeckCancer","All","Both",93,15.3333333333333,0.000916666666668675
15.5,0.00993,0.00843,0.01147,"Gompertz","HeadNeckCancer","All","Both",94,15.5,0.00136999999999965
15.5,0.00992,0.00843,0.01146,"Gompertz","HeadNeckCancer","All","Both",94,15.5,0.00136999999999965
15.667,0.00961,0.00815,0.01112,"Gompertz","HeadNeckCancer","All","Both",95,15.6666666666667,0.000916666666666899
15.833,0.00931,0.00787,0.01079,"Gompertz","HeadNeckCancer","All","Both",96,15.8333333333333,0.00045333333333275
16,0.00902,0.00761,0.01047,"Gompertz","HeadNeckCancer","All","Both",97,16,0
16.167,0.00873,0.00735,0.01016,"Gompertz","HeadNeckCancer","All","Both",98,16.1666666666667,0.000453333333336303
16.333,0.00846,0.00711,0.00986,"Gompertz","HeadNeckCancer","All","Both",99,16.3333333333333,0.000916666666668675
16.5,0.00819,0.00687,0.00957,"Gompertz","HeadNeckCancer","All","Both",100,16.5,0.00137000000000143
16.5,0.00819,0.00687,0.00957,"Gompertz","HeadNeckCancer","All","Both",100,16.5,0.00137000000000143
16.667,0.00794,0.00664,0.00929,"Gompertz","HeadNeckCancer","All","Both",101,16.6666666666667,0.000916666666665122
16.833,0.00768,0.00642,0.00901,"Gompertz","HeadNeckCancer","All","Both",102,16.8333333333333,0.00045333333333275
17,0.00744,0.00621,0.00875,"Gompertz","HeadNeckCancer","All","Both",103,17,0
17.167,0.00721,0.006,0.00849,"Gompertz","HeadNeckCancer","All","Both",104,17.1666666666667,0.000453333333336303
17.333,0.00698,0.0058,0.00823,"Gompertz","HeadNeckCancer","All","Both",105,17.3333333333333,0.000916666666668675
17.5,0.00676,0.00561,0.00799,"Gompertz","HeadNeckCancer","All","Both",106,17.5,0.00137000000000143
17.5,0.00676,0.0056,0.00799,"Gompertz","HeadNeckCancer","All","Both",106,17.5,0.00137000000000143
17.667,0.00655,0.00542,0.00776,"Gompertz","HeadNeckCancer","All","Both",107,17.6666666666667,0.000916666666665122
17.833,0.00634,0.00524,0.00753,"Gompertz","HeadNeckCancer","All","Both",108,17.8333333333333,0.00045333333333275
18,0.00614,0.00506,0.0073,"Gompertz","HeadNeckCancer","All","Both",109,18,0
18.167,0.00595,0.00489,0.00709,"Gompertz","HeadNeckCancer","All","Both",110,18.1666666666667,0.000453333333336303
18.333,0.00576,0.00473,0.00688,"Gompertz","HeadNeckCancer","All","Both",111,18.3333333333333,0.000916666666668675
18.5,0.00558,0.00457,0.00668,"Gompertz","HeadNeckCancer","All","Both",112,18.5,0.00137000000000143
18.5,0.00558,0.00457,0.00667,"Gompertz","HeadNeckCancer","All","Both",112,18.5,0.00137000000000143
18.667,0.00541,0.00442,0.00648,"Gompertz","HeadNeckCancer","All","Both",113,18.6666666666667,0.000916666666665122
18.833,0.00524,0.00427,0.00629,"Gompertz","HeadNeckCancer","All","Both",114,18.8333333333333,0.00045333333333275
19,0.00507,0.00413,0.0061,"Gompertz","HeadNeckCancer","All","Both",115,19,0
19.167,0.00491,0.00399,0.00592,"Gompertz","HeadNeckCancer","All","Both",116,19.1666666666667,0.000453333333336303
19.333,0.00476,0.00386,0.00574,"Gompertz","HeadNeckCancer","All","Both",117,19.3333333333333,0.000916666666668675
19.5,0.00461,0.00373,0.00557,"Gompertz","HeadNeckCancer","All","Both",118,19.5,0.00137000000000143
19.5,0.00461,0.00373,0.00557,"Gompertz","HeadNeckCancer","All","Both",118,19.5,0.00137000000000143
19.667,0.00446,0.00361,0.00541,"Gompertz","HeadNeckCancer","All","Both",119,19.6666666666667,0.000916666666665122
19.833,0.00432,0.00349,0.00525,"Gompertz","HeadNeckCancer","All","Both",120,19.8333333333333,0.00045333333333275
20,0.00419,0.00337,0.00509,"Gompertz","HeadNeckCancer","All","Both",121,20,0
20.167,0.00405,0.00326,0.00494,"Gompertz","HeadNeckCancer","All","Both",122,20.1666666666667,0.000453333333336303
20.333,0.00393,0.00315,0.00479,"Gompertz","HeadNeckCancer","All","Both",123,20.3333333333333,0.000916666666668675
20.5,0.00381,0.00304,0.00465,"Gompertz","HeadNeckCancer","All","Both",124,20.5,0.00137000000000143
20.5,0.0038,0.00304,0.00465,"Gompertz","HeadNeckCancer","All","Both",124,20.5,0.00137000000000143
20.667,0.00369,0.00294,0.00452,"Gompertz","HeadNeckCancer","All","Both",125,20.6666666666667,0.000916666666665122
20.833,0.00357,0.00284,0.00438,"Gompertz","HeadNeckCancer","All","Both",126,20.8333333333333,0.00045333333333275
21,0.00346,0.00275,0.00425,"Gompertz","HeadNeckCancer","All","Both",127,21,0
21.167,0.00335,0.00266,0.00413,"Gompertz","HeadNeckCancer","All","Both",128,21.1666666666667,0.000453333333336303
21.333,0.00324,0.00257,0.004,"Gompertz","HeadNeckCancer","All","Both",129,21.3333333333333,0.000916666666668675
21.5,0.00314,0.00248,0.00389,"Gompertz","HeadNeckCancer","All","Both",130,21.5,0.00137000000000143
21.5,0.00314,0.00248,0.00388,"Gompertz","HeadNeckCancer","All","Both",130,21.5,0.00137000000000143
21.667,0.00304,0.0024,0.00377,"Gompertz","HeadNeckCancer","All","Both",131,21.6666666666667,0.000916666666665122
21.833,0.00295,0.00232,0.00366,"Gompertz","HeadNeckCancer","All","Both",132,21.8333333333333,0.00045333333333275
22,0.00285,0.00224,0.00355,"Gompertz","HeadNeckCancer","All","Both",133,22,0
22.167,0.00276,0.00217,0.00345,"Gompertz","HeadNeckCancer","All","Both",134,22.1666666666667,0.000453333333336303
22.333,0.00268,0.00209,0.00334,"Gompertz","HeadNeckCancer","All","Both",135,22.3333333333333,0.000916666666668675
22.5,0.00259,0.00203,0.00325,"Gompertz","HeadNeckCancer","All","Both",136,22.5,0.00137000000000143
22.5,0.00259,0.00202,0.00324,"Gompertz","HeadNeckCancer","All","Both",136,22.5,0.00137000000000143
22.667,0.00251,0.00196,0.00315,"Gompertz","HeadNeckCancer","All","Both",137,22.6666666666667,0.000916666666665122
22.833,0.00243,0.00189,0.00306,"Gompertz","HeadNeckCancer","All","Both",138,22.8333333333333,0.00045333333333275
23,0.00236,0.00183,0.00296,"Gompertz","HeadNeckCancer","All","Both",139,23,0
23.167,0.00228,0.00177,0.00288,"Gompertz","HeadNeckCancer","All","Both",140,23.1666666666667,0.000453333333336303
23.333,0.00221,0.00171,0.00279,"Gompertz","HeadNeckCancer","All","Both",141,23.3333333333333,0.000916666666668675
23.5,0.00214,0.00165,0.00271,"Gompertz","HeadNeckCancer","All","Both",142,23.5,0.00137000000000143
23.5,0.00214,0.00165,0.00271,"Gompertz","HeadNeckCancer","All","Both",142,23.5,0.00137000000000143
23.667,0.00207,0.0016,0.00263,"Gompertz","HeadNeckCancer","All","Both",143,23.6666666666667,0.000916666666665122
23.833,0.00201,0.00154,0.00255,"Gompertz","HeadNeckCancer","All","Both",144,23.8333333333333,0.00045333333333275
24,0.00194,0.00149,0.00248,"Gompertz","HeadNeckCancer","All","Both",145,24,0
24.167,0.00188,0.00144,0.0024,"Gompertz","HeadNeckCancer","All","Both",146,24.1666666666667,0.000453333333336303
24.333,0.00182,0.00139,0.00233,"Gompertz","HeadNeckCancer","All","Both",147,24.3333333333333,0.000916666666668675
24.5,0.00177,0.00135,0.00226,"Gompertz","HeadNeckCancer","All","Both",148,24.5,0.00137000000000143
24.5,0.00177,0.00135,0.00226,"Gompertz","HeadNeckCancer","All","Both",148,24.5,0.00137000000000143
24.667,0.00171,0.0013,0.0022,"Gompertz","HeadNeckCancer","All","Both",149,24.6666666666667,0.000916666666665122
24.833,0.00166,0.00126,0.00213,"Gompertz","HeadNeckCancer","All","Both",150,24.8333333333333,0.00045333333333275
25,0.00161,0.00122,0.00207,"Gompertz","HeadNeckCancer","All","Both",151,25,0
0,0.71401,0.64952,0.77938,"Weibull","HeadNeckCancer","All","Both",1,0,0.00274
0.167,0.21692,0.2088,0.2248,"Weibull","HeadNeckCancer","All","Both",2,0.166666666666667,0.000453333333333333
0.333,0.17744,0.17184,0.18281,"Weibull","HeadNeckCancer","All","Both",3,0.333333333333333,0.000916666666666677
0.5,0.15802,0.15348,0.16221,"Weibull","HeadNeckCancer","All","Both",4,0.5,0.00136999999999998
0.5,0.15777,0.15324,0.16195,"Weibull","HeadNeckCancer","All","Both",4,0.5,0.00136999999999998
0.667,0.14532,0.14144,0.14905,"Weibull","HeadNeckCancer","All","Both",5,0.666666666666667,0.000916666666666677
0.833,0.13619,0.13267,0.13967,"Weibull","HeadNeckCancer","All","Both",6,0.833333333333333,0.000453333333333306
1,0.12916,0.12585,0.1324,"Weibull","HeadNeckCancer","All","Both",7,1,0
1.167,0.1235,0.12031,0.12667,"Weibull","HeadNeckCancer","All","Both",8,1.16666666666667,0.000453333333333417
1.333,0.1188,0.11573,0.12187,"Weibull","HeadNeckCancer","All","Both",9,1.33333333333333,0.000916666666666677
1.5,0.11487,0.11184,0.11786,"Weibull","HeadNeckCancer","All","Both",10,1.5,0.00137000000000009
1.5,0.11481,0.11178,0.1178,"Weibull","HeadNeckCancer","All","Both",10,1.5,0.00137000000000009
1.667,0.1114,0.10849,0.11434,"Weibull","HeadNeckCancer","All","Both",11,1.66666666666667,0.000916666666666455
1.833,0.10836,0.10555,0.11118,"Weibull","HeadNeckCancer","All","Both",12,1.83333333333333,0.000453333333333195
2,0.10565,0.10291,0.10842,"Weibull","HeadNeckCancer","All","Both",13,2,0
2.167,0.10322,0.10052,0.10602,"Weibull","HeadNeckCancer","All","Both",14,2.16666666666667,0.000453333333333639
2.333,0.10103,0.09833,0.10377,"Weibull","HeadNeckCancer","All","Both",15,2.33333333333333,0.000916666666666899
2.5,0.09905,0.09638,0.10175,"Weibull","HeadNeckCancer","All","Both",16,2.5,0.00137000000000009
2.5,0.09902,0.09635,0.10171,"Weibull","HeadNeckCancer","All","Both",16,2.5,0.00137000000000009
2.667,0.09721,0.0945,0.09989,"Weibull","HeadNeckCancer","All","Both",17,2.66666666666667,0.000916666666666455
2.833,0.09551,0.09281,0.09811,"Weibull","HeadNeckCancer","All","Both",18,2.83333333333333,0.000453333333333195
3,0.09394,0.09127,0.09652,"Weibull","HeadNeckCancer","All","Both",19,3,0
3.167,0.09247,0.08983,0.09509,"Weibull","HeadNeckCancer","All","Both",20,3.16666666666667,0.000453333333333639
3.333,0.09111,0.08847,0.09371,"Weibull","HeadNeckCancer","All","Both",21,3.33333333333333,0.000916666666666899
3.5,0.08985,0.0872,0.09246,"Weibull","HeadNeckCancer","All","Both",22,3.5,0.00137000000000009
3.5,0.08982,0.08718,0.09244,"Weibull","HeadNeckCancer","All","Both",22,3.5,0.00137000000000009
3.667,0.08864,0.086,0.0913,"Weibull","HeadNeckCancer","All","Both",23,3.66666666666667,0.000916666666666455
3.833,0.0875,0.08487,0.09022,"Weibull","HeadNeckCancer","All","Both",24,3.83333333333333,0.000453333333333195
4,0.08642,0.0838,0.08914,"Weibull","HeadNeckCancer","All","Both",25,4,0
4.167,0.08541,0.08276,0.08813,"Weibull","HeadNeckCancer","All","Both",26,4.16666666666667,0.000453333333333639
4.333,0.08444,0.0818,0.08715,"Weibull","HeadNeckCancer","All","Both",27,4.33333333333333,0.000916666666666899
4.5,0.08353,0.08089,0.08627,"Weibull","HeadNeckCancer","All","Both",28,4.5,0.00136999999999965
4.5,0.08352,0.08087,0.08626,"Weibull","HeadNeckCancer","All","Both",28,4.5,0.00136999999999965
4.667,0.08265,0.08,0.08537,"Weibull","HeadNeckCancer","All","Both",29,4.66666666666667,0.000916666666666011
4.833,0.08181,0.07916,0.08455,"Weibull","HeadNeckCancer","All","Both",30,4.83333333333333,0.00045333333333275
5,0.08101,0.07836,0.08374,"Weibull","HeadNeckCancer","All","Both",31,5,0
5.167,0.08024,0.07758,0.08298,"Weibull","HeadNeckCancer","All","Both",32,5.16666666666667,0.000453333333333639
5.333,0.07951,0.07684,0.08225,"Weibull","HeadNeckCancer","All","Both",33,5.33333333333333,0.000916666666666899
5.5,0.07881,0.07616,0.08155,"Weibull","HeadNeckCancer","All","Both",34,5.5,0.00136999999999965
5.5,0.0788,0.07615,0.08154,"Weibull","HeadNeckCancer","All","Both",34,5.5,0.00136999999999965
5.667,0.07813,0.07551,0.08086,"Weibull","HeadNeckCancer","All","Both",35,5.66666666666667,0.000916666666666011
5.833,0.07747,0.07484,0.08019,"Weibull","HeadNeckCancer","All","Both",36,5.83333333333333,0.00045333333333275
6,0.07684,0.07418,0.07954,"Weibull","HeadNeckCancer","All","Both",37,6,0
6.167,0.07623,0.07358,0.07894,"Weibull","HeadNeckCancer","All","Both",38,6.16666666666667,0.000453333333333639
6.333,0.07565,0.073,0.07834,"Weibull","HeadNeckCancer","All","Both",39,6.33333333333333,0.000916666666666899
6.5,0.07509,0.07244,0.07777,"Weibull","HeadNeckCancer","All","Both",40,6.5,0.00136999999999965
6.5,0.07508,0.07243,0.07776,"Weibull","HeadNeckCancer","All","Both",40,6.5,0.00136999999999965
6.667,0.07454,0.0719,0.0772,"Weibull","HeadNeckCancer","All","Both",41,6.66666666666667,0.000916666666666011
6.833,0.074,0.07138,0.07665,"Weibull","HeadNeckCancer","All","Both",42,6.83333333333333,0.00045333333333275
7,0.07349,0.07087,0.07612,"Weibull","HeadNeckCancer","All","Both",43,7,0
7.167,0.07299,0.07038,0.07562,"Weibull","HeadNeckCancer","All","Both",44,7.16666666666667,0.000453333333333639
7.333,0.0725,0.0699,0.07512,"Weibull","HeadNeckCancer","All","Both",45,7.33333333333333,0.000916666666666899
7.5,0.07203,0.06945,0.07465,"Weibull","HeadNeckCancer","All","Both",46,7.5,0.00136999999999965
7.5,0.07203,0.06944,0.07465,"Weibull","HeadNeckCancer","All","Both",46,7.5,0.00136999999999965
7.667,0.07158,0.069,0.07419,"Weibull","HeadNeckCancer","All","Both",47,7.66666666666667,0.000916666666666011
7.833,0.07113,0.06856,0.07374,"Weibull","HeadNeckCancer","All","Both",48,7.83333333333333,0.00045333333333275
8,0.0707,0.06813,0.0733,"Weibull","HeadNeckCancer","All","Both",49,8,0
8.167,0.07027,0.0677,0.07287,"Weibull","HeadNeckCancer","All","Both",50,8.16666666666667,0.000453333333334527
8.333,0.06986,0.06729,0.07245,"Weibull","HeadNeckCancer","All","Both",51,8.33333333333333,0.000916666666668675
8.5,0.06947,0.06689,0.07205,"Weibull","HeadNeckCancer","All","Both",52,8.5,0.00136999999999965
8.5,0.06946,0.06689,0.07205,"Weibull","HeadNeckCancer","All","Both",52,8.5,0.00136999999999965
8.667,0.06908,0.06651,0.07166,"Weibull","HeadNeckCancer","All","Both",53,8.66666666666667,0.000916666666666899
8.833,0.0687,0.06613,0.07127,"Weibull","HeadNeckCancer","All","Both",54,8.83333333333333,0.00045333333333275
9,0.06832,0.06576,0.07089,"Weibull","HeadNeckCancer","All","Both",55,9,0
9.167,0.06796,0.06539,0.07052,"Weibull","HeadNeckCancer","All","Both",56,9.16666666666667,0.000453333333334527
9.333,0.06761,0.06504,0.07016,"Weibull","HeadNeckCancer","All","Both",57,9.33333333333333,0.000916666666668675
9.5,0.06726,0.0647,0.06982,"Weibull","HeadNeckCancer","All","Both",58,9.5,0.00136999999999965
9.5,0.06726,0.0647,0.06981,"Weibull","HeadNeckCancer","All","Both",58,9.5,0.00136999999999965
9.667,0.06693,0.06437,0.06949,"Weibull","HeadNeckCancer","All","Both",59,9.66666666666667,0.000916666666666899
9.833,0.06659,0.06405,0.06916,"Weibull","HeadNeckCancer","All","Both",60,9.83333333333333,0.00045333333333275
10,0.06627,0.06373,0.06884,"Weibull","HeadNeckCancer","All","Both",61,10,0
10.167,0.06595,0.06342,0.06851,"Weibull","HeadNeckCancer","All","Both",62,10.1666666666667,0.000453333333334527
10.333,0.06564,0.06312,0.06819,"Weibull","HeadNeckCancer","All","Both",63,10.3333333333333,0.000916666666668675
10.5,0.06534,0.06282,0.06789,"Weibull","HeadNeckCancer","All","Both",64,10.5,0.00136999999999965
10.5,0.06534,0.06281,0.06788,"Weibull","HeadNeckCancer","All","Both",64,10.5,0.00136999999999965
10.667,0.06504,0.06252,0.06759,"Weibull","HeadNeckCancer","All","Both",65,10.6666666666667,0.000916666666666899
10.833,0.06475,0.06222,0.0673,"Weibull","HeadNeckCancer","All","Both",66,10.8333333333333,0.00045333333333275
11,0.06446,0.06194,0.06702,"Weibull","HeadNeckCancer","All","Both",67,11,0
11.167,0.06418,0.06166,0.06674,"Weibull","HeadNeckCancer","All","Both",68,11.1666666666667,0.000453333333334527
11.333,0.06391,0.06139,0.06647,"Weibull","HeadNeckCancer","All","Both",69,11.3333333333333,0.000916666666668675
11.5,0.06364,0.06112,0.0662,"Weibull","HeadNeckCancer","All","Both",70,11.5,0.00136999999999965
11.5,0.06364,0.06112,0.0662,"Weibull","HeadNeckCancer","All","Both",70,11.5,0.00136999999999965
11.667,0.06338,0.06086,0.06594,"Weibull","HeadNeckCancer","All","Both",71,11.6666666666667,0.000916666666666899
11.833,0.06311,0.0606,0.06569,"Weibull","HeadNeckCancer","All","Both",72,11.8333333333333,0.00045333333333275
12,0.06286,0.06036,0.06543,"Weibull","HeadNeckCancer","All","Both",73,12,0
12.167,0.06261,0.06011,0.06518,"Weibull","HeadNeckCancer","All","Both",74,12.1666666666667,0.000453333333334527
12.333,0.06236,0.05986,0.06494,"Weibull","HeadNeckCancer","All","Both",75,12.3333333333333,0.000916666666668675
12.5,0.06212,0.05962,0.0647,"Weibull","HeadNeckCancer","All","Both",76,12.5,0.00136999999999965
12.5,0.06212,0.05962,0.0647,"Weibull","HeadNeckCancer","All","Both",76,12.5,0.00136999999999965
12.667,0.06188,0.05938,0.06447,"Weibull","HeadNeckCancer","All","Both",77,12.6666666666667,0.000916666666666899
12.833,0.06165,0.05915,0.06423,"Weibull","HeadNeckCancer","All","Both",78,12.8333333333333,0.00045333333333275
13,0.06142,0.05891,0.06401,"Weibull","HeadNeckCancer","All","Both",79,13,0
13.167,0.06119,0.05869,0.06378,"Weibull","HeadNeckCancer","All","Both",80,13.1666666666667,0.000453333333334527
13.333,0.06097,0.05846,0.06356,"Weibull","HeadNeckCancer","All","Both",81,13.3333333333333,0.000916666666668675
13.5,0.06075,0.05825,0.06335,"Weibull","HeadNeckCancer","All","Both",82,13.5,0.00136999999999965
13.5,0.06075,0.05824,0.06335,"Weibull","HeadNeckCancer","All","Both",82,13.5,0.00136999999999965
13.667,0.06053,0.05803,0.06314,"Weibull","HeadNeckCancer","All","Both",83,13.6666666666667,0.000916666666666899
13.833,0.06032,0.05782,0.06293,"Weibull","HeadNeckCancer","All","Both",84,13.8333333333333,0.00045333333333275
14,0.06011,0.05761,0.06272,"Weibull","HeadNeckCancer","All","Both",85,14,0
14.167,0.05991,0.0574,0.06252,"Weibull","HeadNeckCancer","All","Both",86,14.1666666666667,0.000453333333334527
14.333,0.0597,0.0572,0.06232,"Weibull","HeadNeckCancer","All","Both",87,14.3333333333333,0.000916666666668675
14.5,0.05951,0.057,0.06212,"Weibull","HeadNeckCancer","All","Both",88,14.5,0.00136999999999965
14.5,0.0595,0.057,0.06212,"Weibull","HeadNeckCancer","All","Both",88,14.5,0.00136999999999965
14.667,0.05931,0.05681,0.06193,"Weibull","HeadNeckCancer","All","Both",89,14.6666666666667,0.000916666666666899
14.833,0.05911,0.05661,0.06173,"Weibull","HeadNeckCancer","All","Both",90,14.8333333333333,0.00045333333333275
15,0.05892,0.05642,0.06155,"Weibull","HeadNeckCancer","All","Both",91,15,0
15.167,0.05873,0.05624,0.06136,"Weibull","HeadNeckCancer","All","Both",92,15.1666666666667,0.000453333333334527
15.333,0.05855,0.05605,0.06117,"Weibull","HeadNeckCancer","All","Both",93,15.3333333333333,0.000916666666668675
15.5,0.05837,0.05587,0.061,"Weibull","HeadNeckCancer","All","Both",94,15.5,0.00136999999999965
15.5,0.05836,0.05587,0.06099,"Weibull","HeadNeckCancer","All","Both",94,15.5,0.00136999999999965
15.667,0.05819,0.05569,0.06082,"Weibull","HeadNeckCancer","All","Both",95,15.6666666666667,0.000916666666666899
15.833,0.05801,0.05551,0.06064,"Weibull","HeadNeckCancer","All","Both",96,15.8333333333333,0.00045333333333275
16,0.05783,0.05533,0.06046,"Weibull","HeadNeckCancer","All","Both",97,16,0
16.167,0.05766,0.05516,0.06029,"Weibull","HeadNeckCancer","All","Both",98,16.1666666666667,0.000453333333336303
16.333,0.05748,0.05499,0.06012,"Weibull","HeadNeckCancer","All","Both",99,16.3333333333333,0.000916666666668675
16.5,0.05732,0.05482,0.05995,"Weibull","HeadNeckCancer","All","Both",100,16.5,0.00137000000000143
16.5,0.05732,0.05482,0.05995,"Weibull","HeadNeckCancer","All","Both",100,16.5,0.00137000000000143
16.667,0.05715,0.05465,0.05979,"Weibull","HeadNeckCancer","All","Both",101,16.6666666666667,0.000916666666665122
16.833,0.05699,0.05449,0.05962,"Weibull","HeadNeckCancer","All","Both",102,16.8333333333333,0.00045333333333275
17,0.05682,0.05433,0.05946,"Weibull","HeadNeckCancer","All","Both",103,17,0
17.167,0.05666,0.05417,0.0593,"Weibull","HeadNeckCancer","All","Both",104,17.1666666666667,0.000453333333336303
17.333,0.0565,0.05401,0.05914,"Weibull","HeadNeckCancer","All","Both",105,17.3333333333333,0.000916666666668675
17.5,0.05635,0.05385,0.05899,"Weibull","HeadNeckCancer","All","Both",106,17.5,0.00137000000000143
17.5,0.05635,0.05385,0.05899,"Weibull","HeadNeckCancer","All","Both",106,17.5,0.00137000000000143
17.667,0.05619,0.0537,0.05884,"Weibull","HeadNeckCancer","All","Both",107,17.6666666666667,0.000916666666665122
17.833,0.05604,0.05355,0.05868,"Weibull","HeadNeckCancer","All","Both",108,17.8333333333333,0.00045333333333275
18,0.05589,0.0534,0.05853,"Weibull","HeadNeckCancer","All","Both",109,18,0
18.167,0.05574,0.05325,0.05838,"Weibull","HeadNeckCancer","All","Both",110,18.1666666666667,0.000453333333336303
18.333,0.05559,0.0531,0.05824,"Weibull","HeadNeckCancer","All","Both",111,18.3333333333333,0.000916666666668675
18.5,0.05545,0.05296,0.0581,"Weibull","HeadNeckCancer","All","Both",112,18.5,0.00137000000000143
18.5,0.05545,0.05295,0.05809,"Weibull","HeadNeckCancer","All","Both",112,18.5,0.00137000000000143
18.667,0.0553,0.05281,0.05795,"Weibull","HeadNeckCancer","All","Both",113,18.6666666666667,0.000916666666665122
18.833,0.05516,0.05267,0.05781,"Weibull","HeadNeckCancer","All","Both",114,18.8333333333333,0.00045333333333275
19,0.05502,0.05253,0.05767,"Weibull","HeadNeckCancer","All","Both",115,19,0
19.167,0.05488,0.05239,0.05753,"Weibull","HeadNeckCancer","All","Both",116,19.1666666666667,0.000453333333336303
19.333,0.05474,0.05225,0.05739,"Weibull","HeadNeckCancer","All","Both",117,19.3333333333333,0.000916666666668675
19.5,0.05461,0.05211,0.05726,"Weibull","HeadNeckCancer","All","Both",118,19.5,0.00137000000000143
19.5,0.05461,0.05211,0.05726,"Weibull","HeadNeckCancer","All","Both",118,19.5,0.00137000000000143
