"time","est","lcl","ucl","Method","Cancer","Age","Gender","matchid","time2","absDiff"
0,0.04428,0.04334,0.04524,"Gompertz","BreastCancer","All","Both",1,0,0.00274
0.167,0.04393,0.04303,0.04486,"Gompertz","BreastCancer","All","Both",2,0.166666666666667,0.000453333333333333
0.333,0.04358,0.04272,0.04447,"Gompertz","BreastCancer","All","Both",3,0.333333333333333,0.000916666666666677
0.5,0.04323,0.0424,0.0441,"Gompertz","BreastCancer","All","Both",4,0.5,0.00136999999999998
0.5,0.04323,0.0424,0.04409,"Gompertz","BreastCancer","All","Both",4,0.5,0.00136999999999998
0.667,0.04288,0.04209,0.04373,"Gompertz","BreastCancer","All","Both",5,0.666666666666667,0.000916666666666677
0.833,0.04254,0.04178,0.04334,"Gompertz","BreastCancer","All","Both",6,0.833333333333333,0.000453333333333306
1,0.0422,0.04147,0.04297,"Gompertz","BreastCancer","All","Both",7,1,0
1.167,0.04186,0.04116,0.0426,"Gompertz","BreastCancer","All","Both",8,1.16666666666667,0.000453333333333417
1.333,0.04152,0.04086,0.04223,"Gompertz","BreastCancer","All","Both",9,1.33333333333333,0.000916666666666677
1.5,0.04119,0.04056,0.04188,"Gompertz","BreastCancer","All","Both",10,1.5,0.00137000000000009
1.5,0.04119,0.04055,0.04187,"Gompertz","BreastCancer","All","Both",10,1.5,0.00137000000000009
1.667,0.04086,0.04026,0.04152,"Gompertz","BreastCancer","All","Both",11,1.66666666666667,0.000916666666666455
1.833,0.04053,0.03995,0.04117,"Gompertz","BreastCancer","All","Both",12,1.83333333333333,0.000453333333333195
2,0.04021,0.03964,0.04081,"Gompertz","BreastCancer","All","Both",13,2,0
2.167,0.03988,0.03933,0.04047,"Gompertz","BreastCancer","All","Both",14,2.16666666666667,0.000453333333333639
2.333,0.03956,0.03901,0.04014,"Gompertz","BreastCancer","All","Both",15,2.33333333333333,0.000916666666666899
2.5,0.03925,0.03871,0.03981,"Gompertz","BreastCancer","All","Both",16,2.5,0.00137000000000009
2.5,0.03924,0.0387,0.03981,"Gompertz","BreastCancer","All","Both",16,2.5,0.00137000000000009
2.667,0.03893,0.0384,0.0395,"Gompertz","BreastCancer","All","Both",17,2.66666666666667,0.000916666666666455
2.833,0.03862,0.0381,0.03917,"Gompertz","BreastCancer","All","Both",18,2.83333333333333,0.000453333333333195
3,0.03831,0.0378,0.03885,"Gompertz","BreastCancer","All","Both",19,3,0
3.167,0.038,0.03749,0.03853,"Gompertz","BreastCancer","All","Both",20,3.16666666666667,0.000453333333333639
3.333,0.03769,0.03719,0.03823,"Gompertz","BreastCancer","All","Both",21,3.33333333333333,0.000916666666666899
3.5,0.0374,0.0369,0.03791,"Gompertz","BreastCancer","All","Both",22,3.5,0.00137000000000009
3.5,0.03739,0.03689,0.03791,"Gompertz","BreastCancer","All","Both",22,3.5,0.00137000000000009
3.667,0.03709,0.03661,0.03761,"Gompertz","BreastCancer","All","Both",23,3.66666666666667,0.000916666666666455
3.833,0.0368,0.03632,0.03731,"Gompertz","BreastCancer","All","Both",24,3.83333333333333,0.000453333333333195
4,0.0365,0.03602,0.03701,"Gompertz","BreastCancer","All","Both",25,4,0
4.167,0.03621,0.03571,0.03672,"Gompertz","BreastCancer","All","Both",26,4.16666666666667,0.000453333333333639
4.333,0.03592,0.03542,0.03644,"Gompertz","BreastCancer","All","Both",27,4.33333333333333,0.000916666666666899
4.5,0.03563,0.03513,0.03618,"Gompertz","BreastCancer","All","Both",28,4.5,0.00136999999999965
4.5,0.03563,0.03513,0.03617,"Gompertz","BreastCancer","All","Both",28,4.5,0.00136999999999965
4.667,0.03534,0.03485,0.03589,"Gompertz","BreastCancer","All","Both",29,4.66666666666667,0.000916666666666011
4.833,0.03506,0.03456,0.03558,"Gompertz","BreastCancer","All","Both",30,4.83333333333333,0.00045333333333275
5,0.03478,0.03426,0.03532,"Gompertz","BreastCancer","All","Both",31,5,0
5.167,0.0345,0.03397,0.03504,"Gompertz","BreastCancer","All","Both",32,5.16666666666667,0.000453333333333639
5.333,0.03422,0.03369,0.03479,"Gompertz","BreastCancer","All","Both",33,5.33333333333333,0.000916666666666899
5.5,0.03395,0.03342,0.03453,"Gompertz","BreastCancer","All","Both",34,5.5,0.00136999999999965
5.5,0.03395,0.03341,0.03452,"Gompertz","BreastCancer","All","Both",34,5.5,0.00136999999999965
5.667,0.03368,0.03313,0.03426,"Gompertz","BreastCancer","All","Both",35,5.66666666666667,0.000916666666666011
5.833,0.03341,0.03285,0.03402,"Gompertz","BreastCancer","All","Both",36,5.83333333333333,0.00045333333333275
6,0.03314,0.03257,0.03375,"Gompertz","BreastCancer","All","Both",37,6,0
6.167,0.03287,0.0323,0.03349,"Gompertz","BreastCancer","All","Both",38,6.16666666666667,0.000453333333333639
6.333,0.03261,0.03202,0.03324,"Gompertz","BreastCancer","All","Both",39,6.33333333333333,0.000916666666666899
6.5,0.03235,0.03175,0.03298,"Gompertz","BreastCancer","All","Both",40,6.5,0.00136999999999965
6.5,0.03234,0.03175,0.03298,"Gompertz","BreastCancer","All","Both",40,6.5,0.00136999999999965
6.667,0.03209,0.03148,0.03273,"Gompertz","BreastCancer","All","Both",41,6.66666666666667,0.000916666666666011
6.833,0.03183,0.0312,0.03249,"Gompertz","BreastCancer","All","Both",42,6.83333333333333,0.00045333333333275
7,0.03157,0.03093,0.03225,"Gompertz","BreastCancer","All","Both",43,7,0
7.167,0.03132,0.03066,0.03202,"Gompertz","BreastCancer","All","Both",44,7.16666666666667,0.000453333333333639
7.333,0.03107,0.03038,0.03178,"Gompertz","BreastCancer","All","Both",45,7.33333333333333,0.000916666666666899
7.5,0.03082,0.03012,0.03153,"Gompertz","BreastCancer","All","Both",46,7.5,0.00136999999999965
7.5,0.03082,0.03012,0.03153,"Gompertz","BreastCancer","All","Both",46,7.5,0.00136999999999965
7.667,0.03057,0.02986,0.03131,"Gompertz","BreastCancer","All","Both",47,7.66666666666667,0.000916666666666011
7.833,0.03033,0.0296,0.03108,"Gompertz","BreastCancer","All","Both",48,7.83333333333333,0.00045333333333275
8,0.03008,0.02934,0.03085,"Gompertz","BreastCancer","All","Both",49,8,0
8.167,0.02984,0.02908,0.03061,"Gompertz","BreastCancer","All","Both",50,8.16666666666667,0.000453333333334527
8.333,0.0296,0.02883,0.03039,"Gompertz","BreastCancer","All","Both",51,8.33333333333333,0.000916666666668675
8.5,0.02937,0.02858,0.03016,"Gompertz","BreastCancer","All","Both",52,8.5,0.00136999999999965
8.5,0.02936,0.02857,0.03016,"Gompertz","BreastCancer","All","Both",52,8.5,0.00136999999999965
8.667,0.02913,0.02832,0.02993,"Gompertz","BreastCancer","All","Both",53,8.66666666666667,0.000916666666666899
8.833,0.0289,0.02807,0.02971,"Gompertz","BreastCancer","All","Both",54,8.83333333333333,0.00045333333333275
9,0.02866,0.02782,0.02948,"Gompertz","BreastCancer","All","Both",55,9,0
9.167,0.02843,0.02758,0.02926,"Gompertz","BreastCancer","All","Both",56,9.16666666666667,0.000453333333334527
9.333,0.0282,0.02733,0.02904,"Gompertz","BreastCancer","All","Both",57,9.33333333333333,0.000916666666668675
9.5,0.02798,0.02709,0.02883,"Gompertz","BreastCancer","All","Both",58,9.5,0.00136999999999965
9.5,0.02798,0.02709,0.02883,"Gompertz","BreastCancer","All","Both",58,9.5,0.00136999999999965
9.667,0.02776,0.02685,0.02863,"Gompertz","BreastCancer","All","Both",59,9.66666666666667,0.000916666666666899
9.833,0.02753,0.02662,0.02842,"Gompertz","BreastCancer","All","Both",60,9.83333333333333,0.00045333333333275
10,0.02731,0.02638,0.02821,"Gompertz","BreastCancer","All","Both",61,10,0
10.167,0.02709,0.02615,0.028,"Gompertz","BreastCancer","All","Both",62,10.1666666666667,0.000453333333334527
10.333,0.02687,0.02592,0.02779,"Gompertz","BreastCancer","All","Both",63,10.3333333333333,0.000916666666668675
10.5,0.02666,0.02569,0.02759,"Gompertz","BreastCancer","All","Both",64,10.5,0.00136999999999965
10.5,0.02666,0.02569,0.02759,"Gompertz","BreastCancer","All","Both",64,10.5,0.00136999999999965
10.667,0.02645,0.02546,0.02739,"Gompertz","BreastCancer","All","Both",65,10.6666666666667,0.000916666666666899
10.833,0.02623,0.02524,0.0272,"Gompertz","BreastCancer","All","Both",66,10.8333333333333,0.00045333333333275
11,0.02602,0.02501,0.027,"Gompertz","BreastCancer","All","Both",67,11,0
11.167,0.02581,0.02479,0.02681,"Gompertz","BreastCancer","All","Both",68,11.1666666666667,0.000453333333334527
11.333,0.02561,0.02457,0.02662,"Gompertz","BreastCancer","All","Both",69,11.3333333333333,0.000916666666668675
11.5,0.0254,0.02436,0.02642,"Gompertz","BreastCancer","All","Both",70,11.5,0.00136999999999965
11.5,0.0254,0.02436,0.02642,"Gompertz","BreastCancer","All","Both",70,11.5,0.00136999999999965
11.667,0.0252,0.02414,0.02623,"Gompertz","BreastCancer","All","Both",71,11.6666666666667,0.000916666666666899
11.833,0.025,0.02393,0.02604,"Gompertz","BreastCancer","All","Both",72,11.8333333333333,0.00045333333333275
12,0.02479,0.02372,0.02584,"Gompertz","BreastCancer","All","Both",73,12,0
12.167,0.02459,0.02351,0.02565,"Gompertz","BreastCancer","All","Both",74,12.1666666666667,0.000453333333334527
12.333,0.0244,0.0233,0.02546,"Gompertz","BreastCancer","All","Both",75,12.3333333333333,0.000916666666668675
12.5,0.0242,0.0231,0.02527,"Gompertz","BreastCancer","All","Both",76,12.5,0.00136999999999965
12.5,0.0242,0.02309,0.02527,"Gompertz","BreastCancer","All","Both",76,12.5,0.00136999999999965
12.667,0.02401,0.02289,0.02509,"Gompertz","BreastCancer","All","Both",77,12.6666666666667,0.000916666666666899
12.833,0.02382,0.02269,0.02491,"Gompertz","BreastCancer","All","Both",78,12.8333333333333,0.00045333333333275
13,0.02362,0.02249,0.02473,"Gompertz","BreastCancer","All","Both",79,13,0
13.167,0.02343,0.02229,0.02455,"Gompertz","BreastCancer","All","Both",80,13.1666666666667,0.000453333333334527
13.333,0.02325,0.0221,0.02437,"Gompertz","BreastCancer","All","Both",81,13.3333333333333,0.000916666666668675
13.5,0.02306,0.02191,0.0242,"Gompertz","BreastCancer","All","Both",82,13.5,0.00136999999999965
13.5,0.02306,0.02191,0.02419,"Gompertz","BreastCancer","All","Both",82,13.5,0.00136999999999965
13.667,0.02288,0.02172,0.02402,"Gompertz","BreastCancer","All","Both",83,13.6666666666667,0.000916666666666899
13.833,0.02269,0.02153,0.02385,"Gompertz","BreastCancer","All","Both",84,13.8333333333333,0.00045333333333275
14,0.02251,0.02135,0.02367,"Gompertz","BreastCancer","All","Both",85,14,0
14.167,0.02233,0.02117,0.0235,"Gompertz","BreastCancer","All","Both",86,14.1666666666667,0.000453333333334527
14.333,0.02215,0.02098,0.02333,"Gompertz","BreastCancer","All","Both",87,14.3333333333333,0.000916666666668675
14.5,0.02197,0.02081,0.02317,"Gompertz","BreastCancer","All","Both",88,14.5,0.00136999999999965
14.5,0.02197,0.0208,0.02316,"Gompertz","BreastCancer","All","Both",88,14.5,0.00136999999999965
14.667,0.0218,0.02063,0.023,"Gompertz","BreastCancer","All","Both",89,14.6666666666667,0.000916666666666899
14.833,0.02162,0.02045,0.02283,"Gompertz","BreastCancer","All","Both",90,14.8333333333333,0.00045333333333275
15,0.02145,0.02027,0.02267,"Gompertz","BreastCancer","All","Both",91,15,0
15.167,0.02127,0.02009,0.0225,"Gompertz","BreastCancer","All","Both",92,15.1666666666667,0.000453333333334527
15.333,0.0211,0.01992,0.02234,"Gompertz","BreastCancer","All","Both",93,15.3333333333333,0.000916666666668675
15.5,0.02094,0.01975,0.02218,"Gompertz","BreastCancer","All","Both",94,15.5,0.00136999999999965
15.5,0.02093,0.01975,0.02218,"Gompertz","BreastCancer","All","Both",94,15.5,0.00136999999999965
15.667,0.02077,0.01958,0.02202,"Gompertz","BreastCancer","All","Both",95,15.6666666666667,0.000916666666666899
15.833,0.0206,0.01941,0.02185,"Gompertz","BreastCancer","All","Both",96,15.8333333333333,0.00045333333333275
16,0.02044,0.01924,0.02169,"Gompertz","BreastCancer","All","Both",97,16,0
16.167,0.02027,0.01908,0.02154,"Gompertz","BreastCancer","All","Both",98,16.1666666666667,0.000453333333336303
16.333,0.02011,0.01891,0.02138,"Gompertz","BreastCancer","All","Both",99,16.3333333333333,0.000916666666668675
16.5,0.01995,0.01875,0.02123,"Gompertz","BreastCancer","All","Both",100,16.5,0.00137000000000143
16.5,0.01995,0.01875,0.02122,"Gompertz","BreastCancer","All","Both",100,16.5,0.00137000000000143
16.667,0.01979,0.01859,0.02107,"Gompertz","BreastCancer","All","Both",101,16.6666666666667,0.000916666666665122
16.833,0.01963,0.01843,0.02092,"Gompertz","BreastCancer","All","Both",102,16.8333333333333,0.00045333333333275
17,0.01947,0.01827,0.02077,"Gompertz","BreastCancer","All","Both",103,17,0
17.167,0.01931,0.0181,0.02062,"Gompertz","BreastCancer","All","Both",104,17.1666666666667,0.000453333333336303
17.333,0.01916,0.01794,0.02047,"Gompertz","BreastCancer","All","Both",105,17.3333333333333,0.000916666666668675
17.5,0.01901,0.01778,0.02032,"Gompertz","BreastCancer","All","Both",106,17.5,0.00137000000000143
17.5,0.019,0.01778,0.02032,"Gompertz","BreastCancer","All","Both",106,17.5,0.00137000000000143
17.667,0.01885,0.01762,0.02017,"Gompertz","BreastCancer","All","Both",107,17.6666666666667,0.000916666666665122
17.833,0.0187,0.01747,0.02003,"Gompertz","BreastCancer","All","Both",108,17.8333333333333,0.00045333333333275
18,0.01855,0.01731,0.01988,"Gompertz","BreastCancer","All","Both",109,18,0
18.167,0.0184,0.01716,0.01974,"Gompertz","BreastCancer","All","Both",110,18.1666666666667,0.000453333333336303
18.333,0.01826,0.017,0.01959,"Gompertz","BreastCancer","All","Both",111,18.3333333333333,0.000916666666668675
18.5,0.01811,0.01686,0.01945,"Gompertz","BreastCancer","All","Both",112,18.5,0.00137000000000143
18.5,0.01811,0.01686,0.01945,"Gompertz","BreastCancer","All","Both",112,18.5,0.00137000000000143
18.667,0.01796,0.01671,0.01931,"Gompertz","BreastCancer","All","Both",113,18.6666666666667,0.000916666666665122
18.833,0.01782,0.01657,0.01917,"Gompertz","BreastCancer","All","Both",114,18.8333333333333,0.00045333333333275
19,0.01768,0.01642,0.01903,"Gompertz","BreastCancer","All","Both",115,19,0
19.167,0.01753,0.01628,0.01889,"Gompertz","BreastCancer","All","Both",116,19.1666666666667,0.000453333333336303
19.333,0.01739,0.01614,0.01876,"Gompertz","BreastCancer","All","Both",117,19.3333333333333,0.000916666666668675
19.5,0.01726,0.016,0.01862,"Gompertz","BreastCancer","All","Both",118,19.5,0.00137000000000143
19.5,0.01725,0.016,0.01862,"Gompertz","BreastCancer","All","Both",118,19.5,0.00137000000000143
19.667,0.01712,0.01586,0.01849,"Gompertz","BreastCancer","All","Both",119,19.6666666666667,0.000916666666665122
19.833,0.01698,0.01572,0.01835,"Gompertz","BreastCancer","All","Both",120,19.8333333333333,0.00045333333333275
20,0.01684,0.01558,0.01822,"Gompertz","BreastCancer","All","Both",121,20,0
20.167,0.01671,0.01544,0.01809,"Gompertz","BreastCancer","All","Both",122,20.1666666666667,0.000453333333336303
20.333,0.01657,0.0153,0.01795,"Gompertz","BreastCancer","All","Both",123,20.3333333333333,0.000916666666668675
20.5,0.01644,0.01517,0.01782,"Gompertz","BreastCancer","All","Both",124,20.5,0.00137000000000143
20.5,0.01644,0.01517,0.01782,"Gompertz","BreastCancer","All","Both",124,20.5,0.00137000000000143
20.667,0.01631,0.01504,0.01769,"Gompertz","BreastCancer","All","Both",125,20.6666666666667,0.000916666666665122
20.833,0.01618,0.01491,0.01756,"Gompertz","BreastCancer","All","Both",126,20.8333333333333,0.00045333333333275
21,0.01605,0.01478,0.01743,"Gompertz","BreastCancer","All","Both",127,21,0
21.167,0.01592,0.01465,0.0173,"Gompertz","BreastCancer","All","Both",128,21.1666666666667,0.000453333333336303
21.333,0.01579,0.01452,0.01717,"Gompertz","BreastCancer","All","Both",129,21.3333333333333,0.000916666666668675
21.5,0.01567,0.0144,0.01705,"Gompertz","BreastCancer","All","Both",130,21.5,0.00137000000000143
21.5,0.01566,0.0144,0.01705,"Gompertz","BreastCancer","All","Both",130,21.5,0.00137000000000143
21.667,0.01554,0.01427,0.01693,"Gompertz","BreastCancer","All","Both",131,21.6666666666667,0.000916666666665122
21.833,0.01541,0.01414,0.0168,"Gompertz","BreastCancer","All","Both",132,21.8333333333333,0.00045333333333275
22,0.01529,0.01402,0.01668,"Gompertz","BreastCancer","All","Both",133,22,0
22.167,0.01517,0.01389,0.01656,"Gompertz","BreastCancer","All","Both",134,22.1666666666667,0.000453333333336303
22.333,0.01505,0.01377,0.01644,"Gompertz","BreastCancer","All","Both",135,22.3333333333333,0.000916666666668675
22.5,0.01493,0.01365,0.01633,"Gompertz","BreastCancer","All","Both",136,22.5,0.00137000000000143
22.5,0.01492,0.01365,0.01632,"Gompertz","BreastCancer","All","Both",136,22.5,0.00137000000000143
22.667,0.01481,0.01353,0.01621,"Gompertz","BreastCancer","All","Both",137,22.6666666666667,0.000916666666665122
22.833,0.01469,0.01341,0.01609,"Gompertz","BreastCancer","All","Both",138,22.8333333333333,0.00045333333333275
23,0.01457,0.01329,0.01598,"Gompertz","BreastCancer","All","Both",139,23,0
23.167,0.01445,0.01317,0.01586,"Gompertz","BreastCancer","All","Both",140,23.1666666666667,0.000453333333336303
23.333,0.01434,0.01305,0.01575,"Gompertz","BreastCancer","All","Both",141,23.3333333333333,0.000916666666668675
23.5,0.01422,0.01294,0.01563,"Gompertz","BreastCancer","All","Both",142,23.5,0.00137000000000143
23.5,0.01422,0.01294,0.01563,"Gompertz","BreastCancer","All","Both",142,23.5,0.00137000000000143
23.667,0.01411,0.01282,0.01552,"Gompertz","BreastCancer","All","Both",143,23.6666666666667,0.000916666666665122
23.833,0.01399,0.01271,0.01541,"Gompertz","BreastCancer","All","Both",144,23.8333333333333,0.00045333333333275
24,0.01388,0.0126,0.0153,"Gompertz","BreastCancer","All","Both",145,24,0
24.167,0.01377,0.01248,0.01519,"Gompertz","BreastCancer","All","Both",146,24.1666666666667,0.000453333333336303
24.333,0.01366,0.01237,0.01508,"Gompertz","BreastCancer","All","Both",147,24.3333333333333,0.000916666666668675
24.5,0.01355,0.01226,0.01497,"Gompertz","BreastCancer","All","Both",148,24.5,0.00137000000000143
24.5,0.01355,0.01226,0.01497,"Gompertz","BreastCancer","All","Both",148,24.5,0.00137000000000143
24.667,0.01344,0.01216,0.01486,"Gompertz","BreastCancer","All","Both",149,24.6666666666667,0.000916666666665122
24.833,0.01333,0.01205,0.01475,"Gompertz","BreastCancer","All","Both",150,24.8333333333333,0.00045333333333275
25,0.01323,0.01194,0.01465,"Gompertz","BreastCancer","All","Both",151,25,0
0,0.07563,0.07033,0.08107,"Weibull","BreastCancer","All","Both",1,0,0.00274
0.167,0.04889,0.04746,0.05035,"Weibull","BreastCancer","All","Both",2,0.166666666666667,0.000453333333333333
0.333,0.04542,0.04436,0.04652,"Weibull","BreastCancer","All","Both",3,0.333333333333333,0.000916666666666677
0.5,0.04353,0.04268,0.0444,"Weibull","BreastCancer","All","Both",4,0.5,0.00136999999999998
0.5,0.04351,0.04265,0.04438,"Weibull","BreastCancer","All","Both",4,0.5,0.00136999999999998
0.667,0.04222,0.04149,0.04299,"Weibull","BreastCancer","All","Both",5,0.666666666666667,0.000916666666666677
0.833,0.04122,0.04057,0.04193,"Weibull","BreastCancer","All","Both",6,0.833333333333333,0.000453333333333306
1,0.04043,0.03984,0.04106,"Weibull","BreastCancer","All","Both",7,1,0
1.167,0.03977,0.03923,0.04037,"Weibull","BreastCancer","All","Both",8,1.16666666666667,0.000453333333333417
1.333,0.03921,0.03868,0.03978,"Weibull","BreastCancer","All","Both",9,1.33333333333333,0.000916666666666677
1.5,0.03873,0.03821,0.03928,"Weibull","BreastCancer","All","Both",10,1.5,0.00137000000000009
1.5,0.03872,0.03821,0.03927,"Weibull","BreastCancer","All","Both",10,1.5,0.00137000000000009
1.667,0.0383,0.0378,0.03883,"Weibull","BreastCancer","All","Both",11,1.66666666666667,0.000916666666666455
1.833,0.03791,0.03742,0.03842,"Weibull","BreastCancer","All","Both",12,1.83333333333333,0.000453333333333195
2,0.03756,0.03708,0.03807,"Weibull","BreastCancer","All","Both",13,2,0
2.167,0.03724,0.03677,0.03774,"Weibull","BreastCancer","All","Both",14,2.16666666666667,0.000453333333333639
2.333,0.03695,0.03647,0.03744,"Weibull","BreastCancer","All","Both",15,2.33333333333333,0.000916666666666899
2.5,0.03669,0.03621,0.03716,"Weibull","BreastCancer","All","Both",16,2.5,0.00137000000000009
2.5,0.03668,0.0362,0.03716,"Weibull","BreastCancer","All","Both",16,2.5,0.00137000000000009
2.667,0.03643,0.03594,0.03691,"Weibull","BreastCancer","All","Both",17,2.66666666666667,0.000916666666666455
2.833,0.0362,0.0357,0.03668,"Weibull","BreastCancer","All","Both",18,2.83333333333333,0.000453333333333195
3,0.03598,0.03547,0.03647,"Weibull","BreastCancer","All","Both",19,3,0
3.167,0.03577,0.03526,0.03625,"Weibull","BreastCancer","All","Both",20,3.16666666666667,0.000453333333333639
3.333,0.03558,0.03506,0.03605,"Weibull","BreastCancer","All","Both",21,3.33333333333333,0.000916666666666899
3.5,0.0354,0.03487,0.03588,"Weibull","BreastCancer","All","Both",22,3.5,0.00137000000000009
3.5,0.0354,0.03487,0.03588,"Weibull","BreastCancer","All","Both",22,3.5,0.00137000000000009
3.667,0.03522,0.03469,0.03571,"Weibull","BreastCancer","All","Both",23,3.66666666666667,0.000916666666666455
3.833,0.03506,0.03452,0.03555,"Weibull","BreastCancer","All","Both",24,3.83333333333333,0.000453333333333195
4,0.0349,0.03436,0.0354,"Weibull","BreastCancer","All","Both",25,4,0
4.167,0.03475,0.0342,0.03525,"Weibull","BreastCancer","All","Both",26,4.16666666666667,0.000453333333333639
4.333,0.0346,0.03405,0.03511,"Weibull","BreastCancer","All","Both",27,4.33333333333333,0.000916666666666899
4.5,0.03447,0.03391,0.03498,"Weibull","BreastCancer","All","Both",28,4.5,0.00136999999999965
4.5,0.03446,0.03391,0.03498,"Weibull","BreastCancer","All","Both",28,4.5,0.00136999999999965
4.667,0.03433,0.03377,0.03486,"Weibull","BreastCancer","All","Both",29,4.66666666666667,0.000916666666666011
4.833,0.0342,0.03364,0.03474,"Weibull","BreastCancer","All","Both",30,4.83333333333333,0.00045333333333275
5,0.03408,0.03352,0.03462,"Weibull","BreastCancer","All","Both",31,5,0
5.167,0.03396,0.0334,0.0345,"Weibull","BreastCancer","All","Both",32,5.16666666666667,0.000453333333333639
5.333,0.03385,0.03328,0.03439,"Weibull","BreastCancer","All","Both",33,5.33333333333333,0.000916666666666899
5.5,0.03374,0.03316,0.03428,"Weibull","BreastCancer","All","Both",34,5.5,0.00136999999999965
5.5,0.03374,0.03316,0.03428,"Weibull","BreastCancer","All","Both",34,5.5,0.00136999999999965
5.667,0.03363,0.03305,0.03418,"Weibull","BreastCancer","All","Both",35,5.66666666666667,0.000916666666666011
5.833,0.03353,0.03294,0.03408,"Weibull","BreastCancer","All","Both",36,5.83333333333333,0.00045333333333275
6,0.03343,0.03284,0.03398,"Weibull","BreastCancer","All","Both",37,6,0
6.167,0.03333,0.03274,0.03389,"Weibull","BreastCancer","All","Both",38,6.16666666666667,0.000453333333333639
6.333,0.03324,0.03264,0.03379,"Weibull","BreastCancer","All","Both",39,6.33333333333333,0.000916666666666899
6.5,0.03315,0.03254,0.03371,"Weibull","BreastCancer","All","Both",40,6.5,0.00136999999999965
6.5,0.03314,0.03254,0.03371,"Weibull","BreastCancer","All","Both",40,6.5,0.00136999999999965
6.667,0.03306,0.03245,0.03363,"Weibull","BreastCancer","All","Both",41,6.66666666666667,0.000916666666666011
6.833,0.03297,0.03235,0.03354,"Weibull","BreastCancer","All","Both",42,6.83333333333333,0.00045333333333275
7,0.03289,0.03226,0.03346,"Weibull","BreastCancer","All","Both",43,7,0
7.167,0.0328,0.03218,0.03339,"Weibull","BreastCancer","All","Both",44,7.16666666666667,0.000453333333333639
7.333,0.03272,0.03209,0.0333,"Weibull","BreastCancer","All","Both",45,7.33333333333333,0.000916666666666899
7.5,0.03265,0.03201,0.03323,"Weibull","BreastCancer","All","Both",46,7.5,0.00136999999999965
7.5,0.03265,0.03201,0.03323,"Weibull","BreastCancer","All","Both",46,7.5,0.00136999999999965
7.667,0.03257,0.03193,0.03316,"Weibull","BreastCancer","All","Both",47,7.66666666666667,0.000916666666666011
7.833,0.0325,0.03186,0.03309,"Weibull","BreastCancer","All","Both",48,7.83333333333333,0.00045333333333275
8,0.03242,0.03178,0.03302,"Weibull","BreastCancer","All","Both",49,8,0
8.167,0.03235,0.0317,0.03295,"Weibull","BreastCancer","All","Both",50,8.16666666666667,0.000453333333334527
8.333,0.03228,0.03163,0.03288,"Weibull","BreastCancer","All","Both",51,8.33333333333333,0.000916666666668675
8.5,0.03222,0.03156,0.03282,"Weibull","BreastCancer","All","Both",52,8.5,0.00136999999999965
8.5,0.03221,0.03156,0.03282,"Weibull","BreastCancer","All","Both",52,8.5,0.00136999999999965
8.667,0.03215,0.03149,0.03276,"Weibull","BreastCancer","All","Both",53,8.66666666666667,0.000916666666666899
8.833,0.03208,0.03141,0.03269,"Weibull","BreastCancer","All","Both",54,8.83333333333333,0.00045333333333275
9,0.03202,0.03135,0.03263,"Weibull","BreastCancer","All","Both",55,9,0
9.167,0.03196,0.03128,0.03257,"Weibull","BreastCancer","All","Both",56,9.16666666666667,0.000453333333334527
9.333,0.0319,0.03121,0.03251,"Weibull","BreastCancer","All","Both",57,9.33333333333333,0.000916666666668675
9.5,0.03184,0.03115,0.03246,"Weibull","BreastCancer","All","Both",58,9.5,0.00136999999999965
9.5,0.03184,0.03115,0.03246,"Weibull","BreastCancer","All","Both",58,9.5,0.00136999999999965
9.667,0.03178,0.03109,0.0324,"Weibull","BreastCancer","All","Both",59,9.66666666666667,0.000916666666666899
9.833,0.03172,0.03103,0.03235,"Weibull","BreastCancer","All","Both",60,9.83333333333333,0.00045333333333275
10,0.03166,0.03096,0.0323,"Weibull","BreastCancer","All","Both",61,10,0
10.167,0.03161,0.03091,0.03225,"Weibull","BreastCancer","All","Both",62,10.1666666666667,0.000453333333334527
10.333,0.03155,0.03085,0.0322,"Weibull","BreastCancer","All","Both",63,10.3333333333333,0.000916666666668675
10.5,0.0315,0.03079,0.03215,"Weibull","BreastCancer","All","Both",64,10.5,0.00136999999999965
10.5,0.0315,0.03079,0.03215,"Weibull","BreastCancer","All","Both",64,10.5,0.00136999999999965
10.667,0.03145,0.03073,0.0321,"Weibull","BreastCancer","All","Both",65,10.6666666666667,0.000916666666666899
10.833,0.0314,0.03068,0.03205,"Weibull","BreastCancer","All","Both",66,10.8333333333333,0.00045333333333275
11,0.03135,0.03062,0.03201,"Weibull","BreastCancer","All","Both",67,11,0
11.167,0.0313,0.03057,0.03196,"Weibull","BreastCancer","All","Both",68,11.1666666666667,0.000453333333334527
11.333,0.03125,0.03052,0.03192,"Weibull","BreastCancer","All","Both",69,11.3333333333333,0.000916666666668675
11.5,0.0312,0.03047,0.03187,"Weibull","BreastCancer","All","Both",70,11.5,0.00136999999999965
11.5,0.0312,0.03047,0.03187,"Weibull","BreastCancer","All","Both",70,11.5,0.00136999999999965
11.667,0.03115,0.03041,0.03183,"Weibull","BreastCancer","All","Both",71,11.6666666666667,0.000916666666666899
11.833,0.0311,0.03036,0.03179,"Weibull","BreastCancer","All","Both",72,11.8333333333333,0.00045333333333275
12,0.03106,0.03031,0.03174,"Weibull","BreastCancer","All","Both",73,12,0
