"","trisk","df","logLik","AIC","BIC","Method","Cancer","Age","Sex","Database"
"253",53684,2,-14743.448,29490.896,29505.623,"Log-normal","Colorectal","60 to 69","Both","CPRD_GOLD"
"254",53684,3,-14743.097,29492.194,29514.284,"Generalised Gamma","Colorectal","60 to 69","Both","CPRD_GOLD"
"255",53684,3,-14744.513,29495.025,29517.115,"Spline (1 knot)","Colorectal","60 to 69","Both","CPRD_GOLD"
"256",53684,5,-14738.138,29486.276,29523.092,"Spline (3 knots)","Colorectal","60 to 69","Both","CPRD_GOLD"
"257",58115,2,-21556.274,43116.548,43131.703,"Gompertz","Colorectal","70 to 79","Both","CPRD_GOLD"
"258",58115,2,-21325.21,42654.42,42669.575,"WeibullPH","Colorectal","70 to 79","Both","CPRD_GOLD"
"259",58115,1,-22028.652,44059.305,44066.882,"Exponential","Colorectal","70 to 79","Both","CPRD_GOLD"
"260",58115,2,-21308.943,42621.887,42637.042,"Log-logistic","Colorectal","70 to 79","Both","CPRD_GOLD"
"261",58115,2,-21280.673,42565.346,42580.501,"Log-normal","Colorectal","70 to 79","Both","CPRD_GOLD"
"262",58115,3,-21250.226,42506.452,42529.184,"Generalised Gamma","Colorectal","70 to 79","Both","CPRD_GOLD"
"263",58115,3,-21244.509,42495.017,42517.75,"Spline (1 knot)","Colorectal","70 to 79","Both","CPRD_GOLD"
"264",58115,5,-21188.923,42387.846,42425.733,"Spline (3 knots)","Colorectal","70 to 79","Both","CPRD_GOLD"
"265",29364,2,-16967.411,33938.822,33953.528,"Gompertz","Colorectal","80 +","Both","CPRD_GOLD"
"266",29364,2,-16661.645,33327.289,33341.995,"WeibullPH","Colorectal","80 +","Both","CPRD_GOLD"
"267",29364,1,-17495.547,34993.094,35000.447,"Exponential","Colorectal","80 +","Both","CPRD_GOLD"
"268",29364,2,-16667.623,33339.245,33353.951,"Log-logistic","Colorectal","80 +","Both","CPRD_GOLD"
"269",29364,2,-16639.052,33282.104,33296.81,"Log-normal","Colorectal","80 +","Both","CPRD_GOLD"
"270",29364,3,-16579.664,33165.328,33187.386,"Generalised Gamma","Colorectal","80 +","Both","CPRD_GOLD"
"271",29364,3,-16574.301,33154.603,33176.661,"Spline (1 knot)","Colorectal","80 +","Both","CPRD_GOLD"
"272",29364,5,-16507.474,33024.949,33061.713,"Spline (3 knots)","Colorectal","80 +","Both","CPRD_GOLD"
"273",1579,2,-214.071,432.142,439.602,"Gompertz","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"274",1579,2,-218.647,441.293,448.754,"WeibullPH","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"275",1579,1,-226.071,454.142,457.872,"Exponential","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"276",1579,2,-217.711,439.423,446.883,"Log-logistic","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"277",1579,2,-215.514,435.027,442.487,"Log-normal","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"278",1579,3,-213.899,433.797,444.987,"Generalised Gamma","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"279",1579,3,-213.244,432.487,443.677,"Spline (1 knot)","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"280",1579,5,-212.555,435.111,453.761,"Spline (3 knots)","Head_and_neck","18 to 39","Both","CPRD_GOLD"
"281",4867,2,-1063.924,2131.849,2141.611,"Gompertz","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"282",4867,2,-1074.048,2152.097,2161.86,"WeibullPH","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"283",4867,1,-1088.059,2178.117,2182.998,"Exponential","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"284",4867,2,-1067.717,2139.434,2149.197,"Log-logistic","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"285",4867,2,-1056.917,2117.834,2127.597,"Log-normal","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"286",4867,3,-1048.89,2103.781,2118.425,"Generalised Gamma","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"287",4867,3,-1051.521,2109.042,2123.686,"Spline (1 knot)","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"288",4867,5,-1046.982,2103.964,2128.371,"Spline (3 knots)","Head_and_neck","40 to 49","Both","CPRD_GOLD"
"289",12797,2,-3165.563,6335.127,6346.916,"Gompertz","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"290",12797,2,-3178.791,6361.581,6373.371,"WeibullPH","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"291",12797,1,-3241.13,6484.26,6490.155,"Exponential","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"292",12797,2,-3164.262,6332.523,6344.313,"Log-logistic","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"293",12797,2,-3148.84,6301.68,6313.469,"Log-normal","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"294",12797,3,-3148.08,6302.16,6319.844,"Generalised Gamma","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"295",12797,3,-3147.373,6300.746,6318.43,"Spline (1 knot)","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"296",12797,5,-3144.871,6299.741,6329.215,"Spline (3 knots)","Head_and_neck","50 to 59","Both","CPRD_GOLD"
"297",13219,2,-4390.502,8785.005,8797.148,"Gompertz","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"298",13219,2,-4391.311,8786.622,8798.765,"WeibullPH","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"299",13219,1,-4486.939,8975.878,8981.95,"Exponential","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"300",13219,2,-4369.229,8742.459,8754.602,"Log-logistic","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"301",13219,2,-4350.713,8705.426,8717.569,"Log-normal","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"302",13219,3,-4350.712,8707.424,8725.639,"Generalised Gamma","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"303",13219,3,-4347.922,8701.844,8720.06,"Spline (1 knot)","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"304",13219,5,-4340.08,8690.16,8720.519,"Spline (3 knots)","Head_and_neck","60 to 69","Both","CPRD_GOLD"
"305",7956,2,-3461.555,6927.111,6938.565,"Gompertz","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"306",7956,2,-3425.466,6854.932,6866.387,"WeibullPH","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"307",7956,1,-3505.757,7013.514,7019.241,"Exponential","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"308",7956,2,-3431.08,6866.161,6877.615,"Log-logistic","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"309",7956,2,-3425.871,6855.742,6867.197,"Log-normal","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"310",7956,3,-3416.434,6838.869,6856.05,"Generalised Gamma","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"311",7956,3,-3412.834,6831.668,6848.849,"Spline (1 knot)","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"312",7956,5,-3389.295,6788.59,6817.225,"Spline (3 knots)","Head_and_neck","70 to 79","Both","CPRD_GOLD"
"313",2949,2,-1817.036,3638.073,3648.285,"Gompertz","Head_and_neck","80 +","Both","CPRD_GOLD"
"314",2949,2,-1799.036,3602.071,3612.283,"WeibullPH","Head_and_neck","80 +","Both","CPRD_GOLD"
"315",2949,1,-1863.073,3728.146,3733.252,"Exponential","Head_and_neck","80 +","Both","CPRD_GOLD"
"316",2949,2,-1797.989,3599.978,3610.189,"Log-logistic","Head_and_neck","80 +","Both","CPRD_GOLD"
"317",2949,2,-1793.969,3591.939,3602.15,"Log-normal","Head_and_neck","80 +","Both","CPRD_GOLD"
"318",2949,3,-1787.842,3581.684,3597.002,"Generalised Gamma","Head_and_neck","80 +","Both","CPRD_GOLD"
"319",2949,3,-1786.756,3579.511,3594.829,"Spline (1 knot)","Head_and_neck","80 +","Both","CPRD_GOLD"
"320",2949,5,-1779.773,3569.545,3595.074,"Spline (3 knots)","Head_and_neck","80 +","Both","CPRD_GOLD"
"321",54,2,-25.047,54.094,57.146,"Gompertz","Liver","18 to 39","Both","CPRD_GOLD"
"322",54,2,-29.303,62.607,65.659,"WeibullPH","Liver","18 to 39","Both","CPRD_GOLD"
"323",54,1,-39.967,81.935,83.461,"Exponential","Liver","18 to 39","Both","CPRD_GOLD"
"324",54,2,-27.349,58.698,61.751,"Log-logistic","Liver","18 to 39","Both","CPRD_GOLD"
"325",54,2,-26.757,57.513,60.566,"Log-normal","Liver","18 to 39","Both","CPRD_GOLD"
"326",54,3,-24.927,55.855,60.434,"Generalised Gamma","Liver","18 to 39","Both","CPRD_GOLD"
"327",54,3,-25.394,56.788,61.367,"Spline (1 knot)","Liver","18 to 39","Both","CPRD_GOLD"
"328",54,5,-25.293,60.586,68.218,"Spline (3 knots)","Liver","18 to 39","Both","CPRD_GOLD"
"329",297,2,-140.209,284.417,289.872,"Gompertz","Liver","40 to 49","Both","CPRD_GOLD"
"330",297,2,-148.116,300.232,305.686,"WeibullPH","Liver","40 to 49","Both","CPRD_GOLD"
"331",297,1,-172.498,346.996,349.723,"Exponential","Liver","40 to 49","Both","CPRD_GOLD"
"332",297,2,-142.726,289.452,294.907,"Log-logistic","Liver","40 to 49","Both","CPRD_GOLD"
"333",297,2,-141.033,286.065,291.52,"Log-normal","Liver","40 to 49","Both","CPRD_GOLD"
"334",297,3,-138.116,282.231,290.413,"Generalised Gamma","Liver","40 to 49","Both","CPRD_GOLD"
"335",297,3,-139.813,285.626,293.808,"Spline (1 knot)","Liver","40 to 49","Both","CPRD_GOLD"
"336",297,5,-135.779,281.557,295.194,"Spline (3 knots)","Liver","40 to 49","Both","CPRD_GOLD"
"337",726,2,-494.244,992.489,1000.694,"Gompertz","Liver","50 to 59","Both","CPRD_GOLD"
"338",726,2,-499.543,1003.087,1011.292,"WeibullPH","Liver","50 to 59","Both","CPRD_GOLD"
"339",726,1,-576.293,1154.586,1158.689,"Exponential","Liver","50 to 59","Both","CPRD_GOLD"
"340",726,2,-483.878,971.755,979.96,"Log-logistic","Liver","50 to 59","Both","CPRD_GOLD"
"341",726,2,-481.278,966.556,974.761,"Log-normal","Liver","50 to 59","Both","CPRD_GOLD"
"342",726,3,-480.954,967.909,980.216,"Generalised Gamma","Liver","50 to 59","Both","CPRD_GOLD"
"343",726,3,-482.408,970.816,983.124,"Spline (1 knot)","Liver","50 to 59","Both","CPRD_GOLD"
"344",726,5,-479.274,968.549,989.061,"Spline (3 knots)","Liver","50 to 59","Both","CPRD_GOLD"
"345",1224,2,-912.637,1829.274,1838.703,"Gompertz","Liver","60 to 69","Both","CPRD_GOLD"
"346",1224,2,-917.849,1839.698,1849.126,"WeibullPH","Liver","60 to 69","Both","CPRD_GOLD"
"347",1224,1,-1032.501,2067.002,2071.716,"Exponential","Liver","60 to 69","Both","CPRD_GOLD"
"348",1224,2,-894.604,1793.207,1802.636,"Log-logistic","Liver","60 to 69","Both","CPRD_GOLD"
"349",1224,2,-891.249,1786.497,1795.926,"Log-normal","Liver","60 to 69","Both","CPRD_GOLD"
"350",1224,3,-891.134,1788.268,1802.41,"Generalised Gamma","Liver","60 to 69","Both","CPRD_GOLD"
"351",1224,3,-893.344,1792.689,1806.831,"Spline (1 knot)","Liver","60 to 69","Both","CPRD_GOLD"
"352",1224,5,-889.145,1788.289,1811.86,"Spline (3 knots)","Liver","60 to 69","Both","CPRD_GOLD"
"353",1185,2,-990.912,1985.825,1995.618,"Gompertz","Liver","70 to 79","Both","CPRD_GOLD"
"354",1185,2,-1005.198,2014.395,2024.188,"WeibullPH","Liver","70 to 79","Both","CPRD_GOLD"
"355",1185,1,-1115.209,2232.418,2237.315,"Exponential","Liver","70 to 79","Both","CPRD_GOLD"
"356",1185,2,-967.582,1939.164,1948.958,"Log-logistic","Liver","70 to 79","Both","CPRD_GOLD"
"357",1185,2,-962.141,1928.282,1938.075,"Log-normal","Liver","70 to 79","Both","CPRD_GOLD"
"358",1185,3,-962.057,1930.114,1944.804,"Generalised Gamma","Liver","70 to 79","Both","CPRD_GOLD"
"359",1185,3,-962.411,1930.823,1945.513,"Spline (1 knot)","Liver","70 to 79","Both","CPRD_GOLD"
"360",1185,5,-960.894,1931.788,1956.272,"Spline (3 knots)","Liver","70 to 79","Both","CPRD_GOLD"
"361",469,2,-427.362,858.724,867.537,"Gompertz","Liver","80 +","Both","CPRD_GOLD"
"362",469,2,-424.954,853.908,862.722,"WeibullPH","Liver","80 +","Both","CPRD_GOLD"
"363",469,1,-468.269,938.538,942.944,"Exponential","Liver","80 +","Both","CPRD_GOLD"
"364",469,2,-411.237,826.474,835.288,"Log-logistic","Liver","80 +","Both","CPRD_GOLD"
"365",469,2,-404.829,813.657,822.471,"Log-normal","Liver","80 +","Both","CPRD_GOLD"
"366",469,3,-404.384,814.768,827.988,"Generalised Gamma","Liver","80 +","Both","CPRD_GOLD"
"367",469,3,-404.36,814.72,827.941,"Spline (1 knot)","Liver","80 +","Both","CPRD_GOLD"
"368",469,5,-399.979,809.959,831.993,"Spline (3 knots)","Liver","80 +","Both","CPRD_GOLD"
"369",290,2,-130.154,264.308,269.798,"Gompertz","Lung","18 to 39","Both","CPRD_GOLD"
"370",290,2,-143.681,291.362,296.852,"WeibullPH","Lung","18 to 39","Both","CPRD_GOLD"
"371",290,1,-160.635,323.27,326.015,"Exponential","Lung","18 to 39","Both","CPRD_GOLD"
"372",290,2,-137.072,278.143,283.633,"Log-logistic","Lung","18 to 39","Both","CPRD_GOLD"
"373",290,2,-135.183,274.365,279.855,"Log-normal","Lung","18 to 39","Both","CPRD_GOLD"
"374",290,3,-129.823,265.646,273.881,"Generalised Gamma","Lung","18 to 39","Both","CPRD_GOLD"
"375",290,3,-128.22,262.441,270.675,"Spline (1 knot)","Lung","18 to 39","Both","CPRD_GOLD"
"376",290,5,-127.854,265.707,279.432,"Spline (3 knots)","Lung","18 to 39","Both","CPRD_GOLD"
"377",1454,2,-963.738,1931.477,1940.988,"Gompertz","Lung","40 to 49","Both","CPRD_GOLD"
"378",1454,2,-1052.609,2109.218,2118.729,"WeibullPH","Lung","40 to 49","Both","CPRD_GOLD"
"379",1454,1,-1154.459,2310.918,2315.673,"Exponential","Lung","40 to 49","Both","CPRD_GOLD"
"380",1454,2,-980.722,1965.444,1974.955,"Log-logistic","Lung","40 to 49","Both","CPRD_GOLD"
"381",1454,2,-986.074,1976.148,1985.66,"Log-normal","Lung","40 to 49","Both","CPRD_GOLD"
"382",1454,3,-982.129,1970.258,1984.525,"Generalised Gamma","Lung","40 to 49","Both","CPRD_GOLD"
"383",1454,3,-966.344,1938.689,1952.956,"Spline (1 knot)","Lung","40 to 49","Both","CPRD_GOLD"
"384",6096,2,-4277.42,8558.841,8571.314,"Gompertz","Lung","50 to 59","Both","CPRD_GOLD"
"385",6096,2,-4546.65,9097.3,9109.773,"WeibullPH","Lung","50 to 59","Both","CPRD_GOLD"
"386",6096,1,-5056.028,10114.057,10120.293,"Exponential","Lung","50 to 59","Both","CPRD_GOLD"
"387",6096,2,-4275.946,8555.892,8568.365,"Log-logistic","Lung","50 to 59","Both","CPRD_GOLD"
"388",6096,2,-4294.661,8593.321,8605.795,"Log-normal","Lung","50 to 59","Both","CPRD_GOLD"
"389",6096,3,-4289.419,8584.838,8603.548,"Generalised Gamma","Lung","50 to 59","Both","CPRD_GOLD"
"390",6096,3,-4253.01,8512.02,8530.73,"Spline (1 knot)","Lung","50 to 59","Both","CPRD_GOLD"
"391",6096,5,-4225.439,8460.879,8492.062,"Spline (3 knots)","Lung","50 to 59","Both","CPRD_GOLD"
"392",14493,2,-11037.733,22079.466,22093.832,"Gompertz","Lung","60 to 69","Both","CPRD_GOLD"
"393",14493,2,-11464.009,22932.018,22946.384,"WeibullPH","Lung","60 to 69","Both","CPRD_GOLD"
"394",14493,1,-12575.721,25153.441,25160.624,"Exponential","Lung","60 to 69","Both","CPRD_GOLD"
"395",14493,2,-10920.244,21844.487,21858.853,"Log-logistic","Lung","60 to 69","Both","CPRD_GOLD"
"396",14493,2,-10917.945,21839.889,21854.255,"Log-normal","Lung","60 to 69","Both","CPRD_GOLD"
"397",14493,3,-10914.488,21834.976,21856.525,"Generalised Gamma","Lung","60 to 69","Both","CPRD_GOLD"
"398",14493,3,-10892.516,21791.032,21812.581,"Spline (1 knot)","Lung","60 to 69","Both","CPRD_GOLD"
"399",14493,5,-10848.099,21706.197,21742.112,"Spline (3 knots)","Lung","60 to 69","Both","CPRD_GOLD"
"400",15750,2,-12979.471,25962.941,25977.865,"Gompertz","Lung","70 to 79","Both","CPRD_GOLD"
"401",15750,2,-13287.7,26579.4,26594.324,"WeibullPH","Lung","70 to 79","Both","CPRD_GOLD"
"402",15750,1,-14744.506,29491.012,29498.474,"Exponential","Lung","70 to 79","Both","CPRD_GOLD"
"403",15750,2,-12700.777,25405.555,25420.479,"Log-logistic","Lung","70 to 79","Both","CPRD_GOLD"
"404",15750,2,-12691.589,25387.177,25402.101,"Log-normal","Lung","70 to 79","Both","CPRD_GOLD"
"405",15750,3,-12690.093,25386.187,25408.573,"Generalised Gamma","Lung","70 to 79","Both","CPRD_GOLD"
"406",15750,3,-12675.988,25357.976,25380.362,"Spline (1 knot)","Lung","70 to 79","Both","CPRD_GOLD"
"407",15750,5,-12663.167,25336.335,25373.644,"Spline (3 knots)","Lung","70 to 79","Both","CPRD_GOLD"
"408",6532,2,-5748.824,11501.647,11515.613,"Gompertz","Lung","80 +","Both","CPRD_GOLD"
"409",6532,2,-5830.078,11664.157,11678.122,"WeibullPH","Lung","80 +","Both","CPRD_GOLD"
"410",6532,1,-6531.811,13065.621,13072.604,"Exponential","Lung","80 +","Both","CPRD_GOLD"
"411",6532,2,-5566.376,11136.752,11150.718,"Log-logistic","Lung","80 +","Both","CPRD_GOLD"
"412",6532,2,-5541.524,11087.048,11101.014,"Log-normal","Lung","80 +","Both","CPRD_GOLD"
"413",6532,3,-5531.052,11068.104,11089.052,"Generalised Gamma","Lung","80 +","Both","CPRD_GOLD"
"414",6532,3,-5532.464,11070.928,11091.876,"Spline (1 knot)","Lung","80 +","Both","CPRD_GOLD"
"415",6532,5,-5527.002,11064.004,11098.918,"Spline (3 knots)","Lung","80 +","Both","CPRD_GOLD"
"416",88,2,-32.891,69.782,73.004,"Gompertz","Pancreatic","18 to 39","Both","CPRD_GOLD"
"417",88,2,-36.914,77.828,81.05,"WeibullPH","Pancreatic","18 to 39","Both","CPRD_GOLD"
"418",88,1,-51.157,104.314,105.925,"Exponential","Pancreatic","18 to 39","Both","CPRD_GOLD"
"419",88,2,-35.141,74.282,77.504,"Log-logistic","Pancreatic","18 to 39","Both","CPRD_GOLD"
"420",88,2,-34.327,72.655,75.877,"Log-normal","Pancreatic","18 to 39","Both","CPRD_GOLD"
"421",88,3,-31.833,69.665,74.498,"Generalised Gamma","Pancreatic","18 to 39","Both","CPRD_GOLD"
"422",88,3,-31.949,69.898,74.73,"Spline (1 knot)","Pancreatic","18 to 39","Both","CPRD_GOLD"
"423",88,5,-31.794,73.589,81.643,"Spline (3 knots)","Pancreatic","18 to 39","Both","CPRD_GOLD"
"424",436,2,-310.916,625.832,633.036,"Gompertz","Pancreatic","40 to 49","Both","CPRD_GOLD"
"425",436,2,-333.526,671.052,678.257,"WeibullPH","Pancreatic","40 to 49","Both","CPRD_GOLD"
"426",436,1,-361.379,724.757,728.359,"Exponential","Pancreatic","40 to 49","Both","CPRD_GOLD"
"427",436,2,-311.205,626.41,633.614,"Log-logistic","Pancreatic","40 to 49","Both","CPRD_GOLD"
"428",436,2,-314.524,633.049,640.253,"Log-normal","Pancreatic","40 to 49","Both","CPRD_GOLD"
"429",436,3,-314.433,634.865,645.672,"Generalised Gamma","Pancreatic","40 to 49","Both","CPRD_GOLD"
"430",436,3,-307.999,621.999,632.805,"Spline (1 knot)","Pancreatic","40 to 49","Both","CPRD_GOLD"
"431",436,5,-305.319,620.639,638.649,"Spline (3 knots)","Pancreatic","40 to 49","Both","CPRD_GOLD"
"432",1144,2,-906.821,1817.643,1827.352,"Gompertz","Pancreatic","50 to 59","Both","CPRD_GOLD"
"433",1144,2,-966.828,1937.656,1947.365,"WeibullPH","Pancreatic","50 to 59","Both","CPRD_GOLD"
"434",1144,1,-1080.887,2163.773,2168.627,"Exponential","Pancreatic","50 to 59","Both","CPRD_GOLD"
"435",1144,2,-893.766,1791.532,1801.24,"Log-logistic","Pancreatic","50 to 59","Both","CPRD_GOLD"
"436",1144,2,-893.733,1791.467,1801.175,"Log-normal","Pancreatic","50 to 59","Both","CPRD_GOLD"
"437",1144,3,-891.37,1788.74,1803.303,"Generalised Gamma","Pancreatic","50 to 59","Both","CPRD_GOLD"
"438",1144,3,-889.283,1784.567,1799.13,"Spline (1 knot)","Pancreatic","50 to 59","Both","CPRD_GOLD"
"439",1144,5,-883.686,1777.371,1801.643,"Spline (3 knots)","Pancreatic","50 to 59","Both","CPRD_GOLD"
"440",2028,2,-1630.405,3264.81,3276.093,"Gompertz","Pancreatic","60 to 69","Both","CPRD_GOLD"
"441",2028,2,-1799.661,3603.322,3614.605,"WeibullPH","Pancreatic","60 to 69","Both","CPRD_GOLD"
"442",2028,1,-2012.17,4026.341,4031.982,"Exponential","Pancreatic","60 to 69","Both","CPRD_GOLD"
"443",2028,2,-1621.121,3246.242,3257.525,"Log-logistic","Pancreatic","60 to 69","Both","CPRD_GOLD"
"444",2028,2,-1634.892,3273.783,3285.067,"Log-normal","Pancreatic","60 to 69","Both","CPRD_GOLD"
"445",2028,3,-1633.777,3273.553,3290.478,"Generalised Gamma","Pancreatic","60 to 69","Both","CPRD_GOLD"
"446",2028,3,-1621.337,3248.674,3265.599,"Spline (1 knot)","Pancreatic","60 to 69","Both","CPRD_GOLD"
"447",2028,5,-1606.573,3223.146,3251.354,"Spline (3 knots)","Pancreatic","60 to 69","Both","CPRD_GOLD"
"448",2079,2,-1621.575,3247.15,3258.869,"Gompertz","Pancreatic","70 to 79","Both","CPRD_GOLD"
"449",2079,2,-1779.66,3563.319,3575.038,"WeibullPH","Pancreatic","70 to 79","Both","CPRD_GOLD"
"450",2079,1,-2072.217,4146.434,4152.293,"Exponential","Pancreatic","70 to 79","Both","CPRD_GOLD"
"451",2079,2,-1572.015,3148.03,3159.749,"Log-logistic","Pancreatic","70 to 79","Both","CPRD_GOLD"
"452",2079,2,-1573.1,3150.2,3161.919,"Log-normal","Pancreatic","70 to 79","Both","CPRD_GOLD"
"453",2079,3,-1571.055,3148.109,3165.687,"Generalised Gamma","Pancreatic","70 to 79","Both","CPRD_GOLD"
"454",2079,3,-1564.524,3135.047,3152.626,"Spline (1 knot)","Pancreatic","70 to 79","Both","CPRD_GOLD"
"455",2079,5,-1561.422,3132.845,3162.142,"Spline (3 knots)","Pancreatic","70 to 79","Both","CPRD_GOLD"
"456",1129,2,-513.952,1031.904,1043.231,"Gompertz","Pancreatic","80 +","Both","CPRD_GOLD"
"457",1129,2,-643.86,1291.721,1303.048,"WeibullPH","Pancreatic","80 +","Both","CPRD_GOLD"
"458",1129,1,-924.913,1851.826,1857.489,"Exponential","Pancreatic","80 +","Both","CPRD_GOLD"
"459",1129,2,-458.758,921.517,932.844,"Log-logistic","Pancreatic","80 +","Both","CPRD_GOLD"
"460",1129,2,-465.874,935.748,947.075,"Log-normal","Pancreatic","80 +","Both","CPRD_GOLD"
"461",1129,3,-463.972,933.944,950.936,"Generalised Gamma","Pancreatic","80 +","Both","CPRD_GOLD"
"462",1129,3,-452.919,911.839,928.83,"Spline (1 knot)","Pancreatic","80 +","Both","CPRD_GOLD"
"463",1129,5,-452.84,915.681,944,"Spline (3 knots)","Pancreatic","80 +","Both","CPRD_GOLD"
"464",185,2,-104.534,213.067,217.806,"Gompertz","Stomach","18 to 39","Both","CPRD_GOLD"
"465",185,2,-107.931,219.861,224.6,"WeibullPH","Stomach","18 to 39","Both","CPRD_GOLD"
"466",185,1,-116.687,235.374,237.744,"Exponential","Stomach","18 to 39","Both","CPRD_GOLD"
"467",185,2,-103.939,211.879,216.618,"Log-logistic","Stomach","18 to 39","Both","CPRD_GOLD"
"468",185,2,-103.25,210.499,215.238,"Log-normal","Stomach","18 to 39","Both","CPRD_GOLD"
"469",185,3,-102.541,211.082,218.19,"Generalised Gamma","Stomach","18 to 39","Both","CPRD_GOLD"
"470",185,3,-101.95,209.9,217.009,"Spline (1 knot)","Stomach","18 to 39","Both","CPRD_GOLD"
"471",185,5,-101.441,212.882,224.73,"Spline (3 knots)","Stomach","18 to 39","Both","CPRD_GOLD"
"472",411,2,-217.284,438.569,445.195,"Gompertz","Stomach","40 to 49","Both","CPRD_GOLD"
"473",411,2,-249.712,503.424,510.05,"WeibullPH","Stomach","40 to 49","Both","CPRD_GOLD"
"474",411,1,-289.644,581.289,584.602,"Exponential","Stomach","40 to 49","Both","CPRD_GOLD"
"475",411,2,-231.323,466.646,473.272,"Log-logistic","Stomach","40 to 49","Both","CPRD_GOLD"
"476",411,2,-230.32,464.639,471.266,"Log-normal","Stomach","40 to 49","Both","CPRD_GOLD"
"477",411,3,-222.933,451.866,461.805,"Generalised Gamma","Stomach","40 to 49","Both","CPRD_GOLD"
"478",411,3,-221.923,449.846,459.786,"Spline (1 knot)","Stomach","40 to 49","Both","CPRD_GOLD"
"479",411,5,-215.852,441.704,458.27,"Spline (3 knots)","Stomach","40 to 49","Both","CPRD_GOLD"
"480",1166,2,-638.132,1280.263,1288.697,"Gompertz","Stomach","50 to 59","Both","CPRD_GOLD"
"481",1166,2,-674.091,1352.183,1360.616,"WeibullPH","Stomach","50 to 59","Both","CPRD_GOLD"
"482",1166,1,-773.665,1549.33,1553.547,"Exponential","Stomach","50 to 59","Both","CPRD_GOLD"
"483",1166,2,-641.447,1286.895,1295.328,"Log-logistic","Stomach","50 to 59","Both","CPRD_GOLD"
"484",1166,2,-642.459,1288.918,1297.351,"Log-normal","Stomach","50 to 59","Both","CPRD_GOLD"
"485",1166,3,-640.767,1287.533,1300.183,"Generalised Gamma","Stomach","50 to 59","Both","CPRD_GOLD"
"486",1166,3,-633.461,1272.921,1285.571,"Spline (1 knot)","Stomach","50 to 59","Both","CPRD_GOLD"
"487",1166,5,-626.738,1263.476,1284.559,"Spline (3 knots)","Stomach","50 to 59","Both","CPRD_GOLD"
"488",2478,2,-1488.431,2980.861,2990.887,"Gompertz","Stomach","60 to 69","Both","CPRD_GOLD"
"489",2478,2,-1544.462,3092.923,3102.949,"WeibullPH","Stomach","60 to 69","Both","CPRD_GOLD"
"490",2478,1,-1755.217,3512.433,3517.446,"Exponential","Stomach","60 to 69","Both","CPRD_GOLD"
"491",2478,2,-1473.275,2950.55,2960.576,"Log-logistic","Stomach","60 to 69","Both","CPRD_GOLD"
"492",2478,2,-1471.676,2947.353,2957.379,"Log-normal","Stomach","60 to 69","Both","CPRD_GOLD"
"493",2478,3,-1467.617,2941.234,2956.273,"Generalised Gamma","Stomach","60 to 69","Both","CPRD_GOLD"
"494",2478,3,-1458.625,2923.25,2938.289,"Spline (1 knot)","Stomach","60 to 69","Both","CPRD_GOLD"
"495",2478,5,-1453.948,2917.896,2942.961,"Spline (3 knots)","Stomach","60 to 69","Both","CPRD_GOLD"
"496",3925,2,-2674.497,5352.993,5364.344,"Gompertz","Stomach","70 to 79","Both","CPRD_GOLD"
"497",3925,2,-2783.229,5570.458,5581.808,"WeibullPH","Stomach","70 to 79","Both","CPRD_GOLD"
"498",3925,1,-3130.889,6263.779,6269.454,"Exponential","Stomach","70 to 79","Both","CPRD_GOLD"
"499",3925,2,-2637.761,5279.523,5290.873,"Log-logistic","Stomach","70 to 79","Both","CPRD_GOLD"
